name,contact_number,contact_person,address,tin,customer_type_id,pricing_remarks
ROADSTAR AUTO SUPPLY-R,,,OSMENA ST. CAGAYAN DE ORO CITY,,1,
JSU AUTO SUPPLY,,,"JARO., ILOILO CITY",,1,
CROWN MARKETING,9177079882,,MALAYBALAY CITY,,1,
XXXXXXXXXXELVIE ENTERPRISES-MXXXXXXXXXXXXXX,,,"#42 BURGOS ST., LAPAZ  ILOILO CITY",,1,
DUNHILL VILLARUEL,,,,,1,
MARIA JEY ANN YANG ( MARK YANG)          ,9176274289,,"C/O AVIDA LAND CORP. Philam Life Bldg  Lacson Cor Galo STREET, 6100 Bacolod City",,1,
xxxNEW BACOLOD LINING CENTERxxxx,9328855722,,"CUADRA ST., BACOLOD CITY",,1,
Unknown,,,,,1,
MS. ANNA,,,,,1,
STREAMSON DELA CRUZ,,,,,1,
MR. JONATHAN BANAL,,,,,1,
VALENCIA STO NIÑO AUTO SUPPLY,9177079882,9171702262 9257248859,PUROK 3 SAYRE HI WAY POBLACIONVALENCIA CITY,,1,
CROSSWIND,,,,,1,
JOEL GOPOLI,,,ILOILO CITY,,1,
DAVID BANAL,,,,,1,
KENHON TAN,,,,,1,
MIKE FERMIN,,,,,1,
MRVA AUTO PARTS,,SOUTHSEA,MA-A DAVAO CITY,,1,
ONG BUN PENSION HOUSE,,,LEDESMA ST. ILOILO CITY,,1,
HEV & KEV MOTOR & ELEC. SUPPLY,,ARACELI  GENIROSO,"JARO, ILOILO CITY",,1,
KJE AUTO PARTS - R,0922-661-1055,,"DELGADO ST., ILOILO CITY",,1,
XXXXCT AUTO PARTS SUPPLY,033-336-2314,VISA,YU UY  TONG bldg Quezon st. ILOILO CITY,424-718-473,1,
ASCO AUTO SUPPLY,,,BACOLOD CITY,,1,
RBA AUTO SUPPLY,,,BATAAN ,,1,
FUEGO ISUZU PICK-UP,,,,,1,
MITSUBISHI PAJERO(WHITE),,,,,1,
MITSUBISHI (BLUE),,,,,1,
TOYOTA HIACE NDF-2656,,,,,1,
XXXXXXXXXXXXXXXXXXXXXXXXXXXXJCS AUTO PARTS,,ORO FRONTIER,AGORA MARKET ALAE MANOLO FORTECH BUKIDNON,,1,
MR. JONJON SY,,,,,1,
LUCAS TRANSMISSION SPECIALIST,,,UPPER BICUTAN,,1,
MANDY ARACAN C/O COTABATO MIXED PARTS,9228700454,,DOROTEO ST. COTABATO CITY,,1,
MANDY ARACAN C/O GERRY AUTO PARTS,,,MONTEVERDE ST. DAVAO CITY,,1,
CRISTOPHER PRE,9333394254,,LBC BOKAWKAWAN BRANCH BAGUIO CITY,,1,
MANDY ARACAN C/O JASON AUTO SUPPLY,9228700454,,"OSMEÑA ST., CAGAYAN DE ORO CITY",,1,
RANDY MALAGAO,9328855722,,"301 INj BLDG,. AS FORTUNA BRGY. BANILAD MANDAUE CITY",,1,
MICHAEL RAYMUNDO C/O HANNAH GENOVEA,9231119222,,"GENOVEA COMPOUND RAMAOS ST,. TACULING BACOLOD CITY INFRONT OF CV RAMOS ELEM. SCHOOL",,1,
CDO INTERNATIONAL,,,OSMEÑA ST. CAGAYAN DE ORO CITY,,1,
WLS-868 / LC100,,,,,1,
TIY-700 / HIACE,,,,,1,
XXXXJAPKOR AUTO PARTS-C XXXX,088-856-4735,,"OSMEÑA R. CHAVEZ ST., CAGAYAN DE ORO",,1,
GENERICS AUTO SUPPLY,4150438,,GENERAL SANTOS CITY,,1,
JINGLE CAR CARE CENTER,9228416787,,ILIGAN CITY,,1,
MODERN REFRIGERATOR AND AIRCONDITIONING SERVICES,9177220823,,TOMAS SACO 1ST ST. NAZARETH CAGAYAN DE ORO,,1,
COACH JOHN CALLOS,,,,,1,
O2 ZONE C/O AUDRIE LIM,9177180500,,"LA SUERTE BLDG BERNARD SUBD,. OZAMIS CITY",,1,
2L-R1 CORPORATION,,,UNIT 124 # 656 NADURATA ST 6TH AVENUE CALOOCAN CITY,,1,
LANCE MARKETING,036-5008264    ATTN TO: NILO MANALO / YANYAN CAVABS,NILO MANALO / YANYAN CAVABS,KALIBO AKLAN,,1,
HYUNDAI STAREX WIN 22 ,,,ENGINE : D4CB5961738  /  CHASSIS : KMHWP81JP6U715280,,1,
ANG ENG CHOON HARDWARE,064-288-1826,,"DAANG MAHARLIKA ST., KIDAPAWAN CITY",,1,
DALTA ENTERPRISES,,,"AQUINO ST., KIDAPAWAN CITY",,1,
TKH PARTS & HARDWARE,,SOUTHSEA,"KABACAN, COTABATO",,1,
RODEL ALOG,,,,,1,
MS. MAY KCN-928,,,,,1,
MOBILE WORLD,,,,,1,
MS.MAY,,,,,1,
K.TAN/ MONTERO,,,,,1,
DR. JOSE U. TAN JR.,,0917-620-2345,SUITE 312A CDUH MAB2 M.ROA ST. CEBU CITY,,1,
Subaru Crosstrek XV ,,,,,1,
TOYOTA PREVIA,,,,,1,
JOEY ALCALDE,,,,,1,
JJFE MOTOR PARTS,082-227-5113/09228391220,,25 SALES ST. DAVAO CITY,,1,
RNY AUTO PARTS SALES,,,"23A DR. MALDO ST., PASIG CITY",,1,
AA AUTO WORKS,999918842,,"BOY APAO BONGABONG ST., CATADMAN OZAMIS CITY",,1,
RONILO LAMADORA,9285018333,NEW TAS,"MC BRIONES HI-WAY, MANDAUE CITY",,1,
ROSEVIC E. BAYAN,9228560807,,#955 PAREJA SUBD.. BUTUAN CITY,,1,
NEIL LOZANO,,,PARAÑAQUE CITY,,1,
M-ZAMBOANGA MOTOR PARTS-M (OLD ),,,RIZAL AVENUE PAGADIAN CITY,,1,
sample,,,,,1,
GALEN GORDIEL,0917-716-2003,,G.GALYX INN HOTEL BRGY   CAPT. V ROA ST. (ACROSS COGON FIRE STATION ) CAGAYAN DE ORO CITY,,1,
LRM AUTO SUPPLY,880-2468,,"CORNELIO BLDG. R SANCHEZ ST., CAGAYAN DE ORO CITY",314-344-035,1,
ISUZU MUX,,,,,1,
N,,,L,,1,
MANDY ARACAN C/O ONG BUN PENSION HOUSE,9228700454,,LEDESMA ST. ILOILO CITY,,1,
JERRY AUTO SUPPLY C/O JUN ARACAN,9275736563,,MONTEVERDE ST. DAVAO CITY,,1,
JOSE TAN,9177110812,,46 SEMINARY DRIVE PALA-O ILIGAN CITY,,1,
WINSTON YAP,082-2377777,,"Felcris Centrale, Admin Office  40D Quimpo Boulevard   Davao City 8000",,1,
MARK CUE,,,"2A mayon street. Singson village, subangdaku. Mandaue ",,1,
MANNY SALVACIO,9177079882,,#612 B. LABAO EXT. ILIGAN CITY,,1,
FOUR K CAR ACCESSORIES,,,"VAMENTA BLVD CARMEN., CAGAYAN DE ORO CITY",,1,
MOTOR 61551K YAMAHA,,,,,1,
ROTA-COOL REF& AIR CONTIONING SUPPLIES,,,SAN ISIDRO PQUE CITY,,1,
J-ZAMBOANGA MOTOR PARTS-J (OLD ),9275736563,,PAGADIAN CITY,,1,
GOLDMARK PARTS CENTER,9178000715,,ILOILO CITY,,1,
WRENCH AUTO CLINIC / REN/SIR JO,9178462869,,"BLK 1 LOT 7 MAY FAIR ST. MONTE VISTA PARK BRGY., STO NINO CAINTA RIZAL",,1,
TD MARKETING - C,9178486826,,"MIDWAY SALES CORP. BLDG VALERIA EXT. BRGY MAGSAYSAY, CITY PROPER ILOILO CITY",131-396-090,1,
"SUPREME SUMMIT MOTORS, INC.                                            (SPICA DISTRIBUTION INT'L INC )",09228416787/09178216008,"BRGY. SAN MIGUEL, STO TOMAS, BATANGAS",,,1,
GKT AUTO SUPPLY,034-446-6650,,CUADRA STREET BACOLOD CITY,,1,
RAYBOY AUTO SUPPLY,9338638278,,RIZAL ST. BACOLOD CITY,,1,
RUDOLPH TAMULA,,,,,1,
MARK BARBILLA,,,,,1,
SANO AUTO SUPPLY,,,OSMEÑA AVE CAGAYAN DE ORO  CITY,,1,
A-ONE AUTO SUPPLY,9275736563,,"092 QUEZON AVE., MIPUTAK DIPOLOG CITY",,1,
CAGAYAN TRUCK BODY PARTS INC.,9228416787,,CAGAYAN DE ORO CITY,,1,
JJFE MOTOR PARTS,082-227-5113,,25 SALES ST. DAVAO CITY,,1,
NIKKO INDUSTRIAL SALES,9238010715,,BACOLOD CITY,,1,
MSK C/O MOHANNA SPAREPARTS,9228700454,,COTABATO CITY,,1,
ROYAL DYNA AUTO SUPPLY,083-238-3050,,SURALLAH SOUTH COTABATO,,1,
JOAN CHONG,,,,,1,
XXSHELTON PHILIPPINESC - C,,,"J. DE LEON ST., ILOILO CITY",,1,
JEFFREY SY,,,,,1,
BIENVENIDO LAGARNA C/O SIBUGAY ASTRO CAB CENTER SALES ,0936-472-1963,,SANITO COMPLEX IPIL ZAMBOANGA SIBUGAY,,1,
MS. JANE,,,,,1,
CHARINA DY,255-0388,,209  MANALILI ST. CEBU CITY,,1,
(OLD)SJC AUTO PARTS,9177079882,,ALAE BUKIDNON CAGAYAN DE ORO,,1,
MARANDING AUTO PARTS - R,,,CAGAYAN DE ORO CITY,,1,
JAM CARS AUTO PARTS,9328855722,,TAGUM CITY,,1,
F5 REDLINE AUTO SUPPLY,9174633237,,DAVAO CITY,,1,
WIMA AUTO & TRUCK PARTS,9399240516,WILSON PAUSAL,"TIENDA APLAYA DIVERSION ROAD DIGOS CITY, DAVAO DEL SUR",102-442-248,1,
JEFFERSON WANG,,,,,1,
JOVEN BANEZ,0917-5742-598,,DUBINAN SANTIAGO CITY ISABELA,,1,
ROGER UY,348-0919/344-0001,,"357 CMVCU COMPOUND LIBO, TAYUD CONSOLACION 6001 CEBU, PHILIPPINES",,1,
TIMOTHY YEE,,,C/O RENSON YU,,1,
A-3 CAR SERVICE STOP,9236588710,,48 NATIONAL HIGHWAY TALIC OROQUIETA CITY,,1,
HOPE ACOSTA,9177040470,,PZ GLASS DOORV# 7 OPENIANO BLDG. CABILI AVENUE ILIGAN CITY,,1,
SOUTH CEBU ELECTRO MKTG. & AUTO SUPPLY,262-2308,,"872 CEBU SOUTH ROAD, MAMBALING, CEBU CITY",,1,
ALBERTO OLASIMAN,9256018333,,MANDAUE CITY,,1,
ARNEL ELESTERIO,09231405691/09228416787,,"75 B & 77, Carmam Building, Sta. Ana Avenue, Poblacion District, Davao City",,1,
DRAGON AUTO SUPPLY & GENERAL MERCHANDISE,9424082721,,MID SAYAP NORTH COTABATO,,1,
EMELOU AUTO PARTS,8225506,,"BRGY. S AN FRANCISCO, PANABO CITY",,1,
LUIS AUTO SUPPLY,9228416787,,"STA ANA AVE., DAVAO CITY",,1,
LANCER C/O SHERMAN,,,,,1,
coil master ent.,,,,,1,
G.FIVE AUTO PARTS AND SURPLUS,887-3347,,GENSAN DRIVE ZONE 1 KORONADAL CITY,,1,
CRISOTO TAN C/O GORDIEL AUTO PARTS,9177079882,,124 DON SERGIO OSMENA CAGAYAN DE ORO CITY,,1,
RENSON YU,,,,,1,
BAYANI CASTILLO,,,,,1,
RETURNED DAMAGE ITEMS,,,,,1,
COACH WILSON,,,,,1,
(OLD) RBL MARKETING-C,9177077943,,SABAYLE ST. ILIGAN CITY,,1,
SJU AUTO PERFORMANCE,4365117,,"LOPEZ JAENA ST., JQ BUILDING BESIDE SEA OIL BACOLOD CITY",,1,
NEW ILOILO TRACTOR PARTS - C,0933-335-8934,+63 (33) 337 8462 033-335-8934,AHI BLDG VALERIA ST. ILOILO CITY,,1,
"POWER-UP TIRES, BATTERY & AUTO SUPPLY CORPORATION ",217-3431/400-1076/655-9602,0922-815-8948,"NATIONAL HIGHWAY TAGUM CITY, DAVAO DEL NORTE",,1,
CAZA AUTO PARTS-J,9333628868,JUN ARACAN,"RIZAL AVE., BRGY. SAN JOSE HIGHWAY DIGOS CITY",,1,
JEMVIC AUTO PARTS & SERVICE - M,,,"GUWAN , ZAMBOANGA",,1,
CHARLIE FERMIN,,,,,1,
J2 AUTOTRACK PARTS CENTER,084-216-6613,,"QUARANTE I ST., TAGUM CITY",,1,
MICHAEL LAM,,,,,1,
AZIR AUTO PARTS,,,CAGAYAN DE ORO,,1,
DAVID CELESTINO,,,,,1,
CADILLAC JOE MARKETING,,,MAGALLANES ST. COTABATO CITY,,1,
Unknown,,,,,1,
AVL AUTO SUPPLY-C,033-320-3246/508-7926,CRISOTO TAN,"JARO, ILOILO CITY",,1,
CHARLES KENT AUTO PARTS-A,09178325074/09228996069,AHAM,DOOR 1 & 2 YT BLDG. GEMPESAW ST DAVAO,,1,
PASTOR JESS TOMAGAN OFMANILA FAITH ASSEMBLY OF GOD.,,,2297 JUAN LUNA ST. GAGALANGIN  TONDO MANILA,,1,
ARVIN GUINTO,,,,,1,
ERNESLITO LUCAS,9228391094,,DAVAO CITY,,1,
NJF CLUTCH BRAKE & A/S 2- R,,RANDY MALAGAO,"#569 BANGKAL, DAVAO CITY",,1,
ALJUN ,,,,,1,
GLOBAL SYNERGY TRADE & DISTRIBUTION CORP.,9190796558,mijto13@yahoo.com.ph   BESIDE BIGSHOT BADMINTON COURT,"toyozu , road dacudao subd, davao city",006-441-069,1,
PABLITO VILLANUEVA,9267613348,,LBC CAGAYAN DE ORO CITY,,1,
CAZA AUTO PARTS-R,9333628868,RANDY MALAGAO,"RIZAL AVE., BRGY. SAN JOSE HIGHWAY DIGOS CITY",,1,
WC MOTOR PARTS (CONSIGNMENT),,,"8165 DR.A. SANTOS AVE. SUCAT RD., PQUE CITY",,1,
ARCHIE TAN,,,,,1,
WEST COAST PARTS SUPPLY / KING'S MULTIPARTS-C ,032-268-8443,,MANDAUE CITY,,1,
BEV WIDMAIER,,,# 01 HARVARD ST. CELDRAN VILLAGE ILIGAN CITY 9200,,1,
CLR AUTO PARTS,9985740706,LEOVIE RENTUMA SEASTAR,"DOOR 5 PANLAQUE BLDG., GENSAN DRIVE BRGY KORONADAL CITY SOUTH COTABATO",927-962-236,1,
JOSHUA CORDOVEZ,,,,,1,
LANDROVER,,,,,1,
AA COMMERCIAL,0920-927-3269/0917-329-9947,,245 LOPEZ JAENA ST MANDAUE CITY CEBU,,1,
 Regence Sales and Services Inc. Manny Salvacion,9658735355 /0915-3522-020,,GROUND FLOOR ROQUE BLDG SABAYLE ST.  POBLACION  ILIGAN CITY,,1,
KYLE NACINO,,,,,1,
"GUANGDONG FARET AUTO RADIATOR CO., LTD",+86 20-39991826-804,MR. JHAMES ZHONG,"NORTH No.1 SECOND ROAD NAN SHUANGYU INDUSTRIAL ZONE   WEST YU SHAN ROAD PANYU DISTRICT, GUANGZHOU CITY, CHINA",,1,
JANE TAN,,,,,1,
KENECY CORPORATION ,9178325074,,"# 3 GBE BUILDING LIZADA COR., STA ANA BRGY., 27-C DAVAO CITY",,1,
DEL-NAKA AUTO PARTS DIST.,221-1344/224-0141/09985710432,,SABAYLE ST. ILIGAN CITY,,1,
CYT DATA AUTO PARTS SALES (DADIANGAS AUTO WORLD),09253373304/ 0835523486,09237407802/01 CHE  ,"SANTIAGO BLVD, BARANGAY LAGAO GENERAL SANTOS CITY",,1,
A T,,,PARAÑAQUE CITY,,1,
HK MOTOR PARTS SUPPLY ,033-328-2573,9274788708,"DOOR 8 JARO COMM'L COMPLEX STA ISABEL ST , ILOILO CITY",,1,
C/O CYT DATA AUTO PARTS SALES ,09232805963/09253373304,,GENERAL SANTOS CITY,,1,
ANTONIO FUDOTAN (C/O GORDIEL),9262310856,,CAGAYAN DE ORO CITY,,1,
SPARKS AUTO SUPPLY-C,9177906723,seastar,CAGAYAN DE ORO CITY,,1,
NEW SUPER AA AUTOMOTIVE INC ( TWIN ALPHA AUTOMOTIVE INC.),9257186576,,"CABAGUIO AVENUE , PUROK  PAG-IBIG( NEAR FLYOVER) , AGDAO  DAVAO CITY",009-611-747,1,
MACLIN JOSEPH LOMOLJO /  HANSON YU,032-346-0167,,"MC BRIONES HI-WAY, MANDAUE CITY",,1,
DAVAO TUSCAN PARTS,0848225476/6284717,emerlyn_villaester@yahoo.com,BRGY SAN FRANCISCO NATIONAL HIGHWAY PANABO CITY,938-094-366,1,
Unknown,,,,,1,
Unknown,,,,,1,
AUTO CAAD,,,CAGAYAN DE ORO CITY,,1,
SMC SPARE PARTS & SURPLUS,9176344735,,"Pres S Osmena Street, Cagayan De Oro City, Misamis Oriental",,1,
car-v industrial sales,‎034-4344660,,bacolod city,,1,
TOTAL LUBRICANS/360 QUARTZ AUTO PARTS C/O JOJET MONTERA,,,TBCI COMPOUND PUROK 13 TERMINAL MAA DAVAO CITY,,1,
BOYET GESLAGA,,,MANDAUE CITY,,1,
CT AUTO PARTS SUPPLY-C,033-503-3681,337-7190,yu uy tong  bldg quezon st. ILOILO CITY,424-718-473,1,
EASTERN GENUINE PARTS,09398325183 SUNNY,086-231-9875 sarah,KM 01 NATIONAL HIGHWAY SURIGAO CITY,,1,
HAROLD LIM C/O 23C DE GUZMAN ,,,GUERERO ST. DAVAO CITY,,1,
DTB AUTO PARTS,9257090684,,AGORA LAPASAN CAGAYAN DE ORO CITY,,1,
RENE MARKETING & AUTO PARTS,294-5033/294-9320/ 8-362-0344ALONA  DON-DON,SEASTAR   rene marketing irvin 3620344,"MANDAUE CITY, CEBU ",,1,
MALVIN ONG,,,"Monterey compound   320 santolan road   Brgy little baguio, San juan  Unit T",,1,
PARTSFINDER AUTO & TRUCK PARTS,,,CAGAYAN DE ORO,,1,
RAMROD TRADERS INC.,,,M.L QUEZON MAGUIKAY MANDAUE CITY 6014 CEBU,,1,
ELVIE ENTERPRISES,033-320-0585/033-320-1324,,"#42 BURGOS ST., LAPAZ  ILOILO CITY",143-267-487,1,
US VERSION AUTO PARTS C/O HENRY CHUA & MARVIN ROS,0905-498-1360,HENRY chua & MARVIN ROS,19 north lawin phil am home sub. across from trinoma mall. ,,1,
RAMOSCO LOGISTICS INC,,,"167 FELIX AVE., BRGY SANTO DOMINGO CAINTA ROAD",,1,
NEW BACOLOD LINING CENTER-C,9333149933 ( jaypee),,"RJR BLDG CUADRA ST., BACOLOD CITY",,1,
11 KYODAI MOTORS,9188975900,,PRK 3 APOKON TAGUM CITY,,1,
NEW BASILAN HARDWARE,415-0438/09338691328,,"ROXAS AVE,. ISABELA CITY, BASILAN PROVINCE",,1,
MR. JUN NEGRE,9177997575,, PHIL-AM COMPOUND COMMISION CIVIL STREET JARO ILOILO CITY,,1,
MAZFORD,,,,,1,
ARIEL O. DUMAJEL,9153030230,,MIBANG STA. FILOMINA DIPOLOG CITY,,1,
BANLI TAN ( BLT ),,,,,1,
Unknown,,,,,1,
ERCL ENTERPRISES,230-3122,230-3122,"# 669D MANGGA AVE., SAMPALOC MANILA",,1,
MSK MARKETING-C,,,COTABATO CCITY,,1,
C/O ONGBUN PENSION,,,LEDESMA ST. ILOILO CITY,,1,
CRISOTO TAN C/O ONGBUN PENSION,,,ILOILO CITY,,1,
W68 AUTO PARTS AND SERVICE CENTER,,,L/L2 BLK16 ALLEY17 SIMON ST MULTINATIONAL VILLAGE PARANAQUE,109-614-762,1,
WARREN YU / RM-113 / C/O BACOLOD BUSINESS INN,,,28 LACSON  ST. BACOLOD NEGROS OCCIDENTAL,,1,
UNITED CARPARTS AUTO SUPPLY,9228460348,,DAVAO CITY,,1,
LEXUS TXO-602,,,,,1,
EX-MANILA,,,,,1,
AUTOVISION SUPER PARTS,0942-005-6549 /09469007073,,GONZAGA ST. BACOLOD CITY,005-919-662,1,
MOLSON STATLER ENT,3-415-0438 / 3-410-1240,"CHE,ELVIE","58 MALAC COR. GASAN ST., MASAMBONG QC",,1,
ZION PLUS MARKETING (MASSIVE),,,,,1,
KENECY CORPORATION ,,,006 BRANCH DAVAO CITY,,1,
PBR ENTERPRISES / P. BUANHOG,,,#30 ROAD 5 KALOOKAN CITY,,1,
RTEC TRUCKS & HEAVY EQUIPMENT - C,082-227-9926,LBC#3710-1171-9577,79 CARMAM BLDG STA ANA DAVAO CITY,,1,
MONTERO - DAVAO WARREN,,,,,1,
BENTLEY MOTOR PARTS,712-1093/731-5204/5207,8-781-2163,31 PATERNO ST. GALAS QUEZON CITY,105-620-186,1,
ATTENTION HERBERT LIM / HVL ENTERPRISES & AUTO PARTS CENTER ,035-422-8384,,"STA. ROSA ST., DUMAGUETE CITY",,1,
JRL AUTO PARTS,02-879-2560 / 703-6748,LEO VILLASQUEZ,PARANAQUE CITY,,1,
GMT ENTERPRISES,9067203392,,PUROK 01 LAMBO SAYRE HIGHWAY VALENCIA CITY BUKIDNON,,1,
HONGSAN AUTO SUPPLY-C,,,BACOLOD CITY,,1,
BACOLOD TRUCKERS PARTS SUPPLY CORP.,(034) 433-3335 / 09475741408,CRISOTO,"Ralph Bldg. Gonzaga St., Bacolod, 6100 Negros Occidental",,1,
CRISOTO TAN,0917-707-9882,seastar,19A JASMIN ST CARMEN CAGAYAN DE ORO CITY,,1,
RBL MARKETING-C,0966-162-2081,,BRGY POBLACION SABAYLE ST. ILIGAN CITY   ,,1,
(OLD)ZAMBOANGA MOTOR PARTS,,,PAGADIAN CITY,,1,
3M MACHINE  SHOP ATTN MR. CARLOS AMBOY ,,,GUSA CAGAYAN DE ORO CITY,,1,
JOHNNY AUTO SUPPLY,083-228-8222,,"A. MORROW ST., KORONADAL CITY (228-9821)",295-774-127,1,
GERZON REY M. MAR,,,"UNIT 1B TOWERB ,SUNTRUST GARDENS ADRIATICO MALATE MANILA",,1,
CRJM MERCHANDISE,618-0561/0852,,PARANAQUE CITY,,1,
BUENAFLOR CAR SERVICES INC. ( PRONTO),850-2531/809-2134,ROSE,BULI MUNTINLUPA,007-881-364,1,
XXXXXXXXXCARSHAPER AUTO PARTS SUPPLY CENTERXXXXXXX,706-6071,,"GENSOLI BLDG., LACSON ST., BRGY 24, BACOLOD CITY",,1,
ZC 3 IN 1 ENTERPRISES,9326744766,COR GOV.LIM,"VETERANS AVE., ZAMBOANGA CITY",,1,
Unknown,,,,,1,
VICENTE ENTERPRISE-C,9324690461,PAMBATO,"Gov. V.M. Cerilles St., San Francisco District, Pagadian City",706-427-845,1,
TWR MOTOR PARTS,,,"# 187-4 N. DOMINGO ST., SAN JUAN MM.",,1,
CARSHAPER AUTO PARTS SUPPLY CENTER - C,034-706-6071,,"GENSOLI BLDG., LACSON ST., BRGY 24, BACOLOD CITY",,1,
GEAR UP AUTO PARTS / ACCESSORIES,9264133966,EM-EM,CONFESSON  ST KORONADAL CITY,,1,
-A.Y. BUTUAN AUTO SUPPLY,(085) 341 5000,," R. Calo St, Butuan City, Agusan Del Norte",,1,
SJC AUTO PARTS,9177079882,,ALAE BUKIDNON CAGAYAN DE ORO,,1,
AUTO SHAPE CO.,,,14b san pedro st. san francisco del monte q.c,,1,
CRUZEN GENERAL MERCHANDISE,9175455506,JERRY,PARANAQUE CITY,,1,
ZHUHAI OUDUN GAS SPRING PLANT,+86 18814125643,CHRISTINE HU,"NO. 53 HUAPENG ROAD, QIANSHAN COMMERCE & TRADE LOGISTICS CENTRE, XIANGZHOU DISTRICT, ZHUHAI CITY, G. D,CHINA",,1,
YONGXIN,,,PARANAQUE CITY,,1,
ZAMBOANGA MOTOR PARTS,0917-711-3641,,"RIZAL AVE ,. PAGADIAN CITY",,1,
SOUTHERN TOURIST INN,9178325074,,VILLA ABRILLE STREET DAVAO CITY,,1,
SPRINTER AUTO PARTS,,,"KORONADAL CITY,  MARBEL SOUTH COTABATO",,1,
HONDA PILOT UON-905,,,,,1,
VINCENT CHUANG,,,"34 LADISLAWA AVE., LADISLAWA VILLAGE BUHANGIN DAVAO CITY",,1,
C-ILOILO 3B AUTO PARTS,033-3383418/0333350172,,VALERIA ST. BRGY. MAGSAYSAY ILOILO CITY,,1,
C-PARTSFINDER AUTO TRUCK & TRUCK PARTS,,,CAGAYAN DE ORO,,1,
MARIVIC GAN,9338663094,,DAVAO CITY,,1,
REALSON - REPAIR,,,,,1,
ADRIEL AUTO PARTS,2255-4303 / 09482104180,,DOR 4 GAHUL BLDG. E. QUIRINO AVE. DAVAO CITY,,1,
KIA CAREN - DAVAO,,,,,1,
DARYL DUKE,,,,,1,
A.M.GOLDEN AUTO PARTS ,085-817-6125 /085-300-0201/0160 ,(0920) 824 1097 inday 085-225-4131,Cor J. Aquino & R. Calo St. Butuan City 085- 225-4131,,1,
DYTEBAN HARDWARE & AUTO SUPPLY,9566752036,,E.LUNA & LOPEZ JAENA ST BUTUAN CITY,,1,
SOUTH SEA AUTO PARTS INC.,032-346-0106,SEASTAR,4 MT. TAAL ST. SINGSON VILLAGE MANDAUE,459-175-155,1,
TAIPAN MARKETING c/o JOSEPH GAWIDAN,9233331739,JOSEPH GAWIDAN,"GF 27 BAGUIO CENTER MALL, BAGUO CITY",,1,
Unknown,,,,,1,
NIPPON BEARING,,,"LEON KILAT ST, CEBU CITY",,1,
GEORGE JAO,,,,,1,
EMMA YEUNG,9228996069,,704 RISING SUN VILLAGE SAINT ANDREW  ST. BAESA QC,,1,
JANE SAMSON c/o RICKY SAMSON,9231990591,,HINIGARAN NEGROS ACC.,,1,
SUNHUAT ACTIVE RESOURCE PARTS CORP,,,L1 ALLEY 17 SIMON ST. MULTINATIONAL VILLAGE PARANAQUE,010-067-745,1,
MMA AUTO PARTS C/O MARK ANTHONY B. TAMOSA,9327796159,,PAG-ASA VILLAGE BRGY. GENERAL SANTOS CITY,,1,
KORONADAL SUPER GREAT AUTO SUPPLY,9303518116,,187A BALMORES PARK MALAYA BRGY GPS KORONADAL CITY,,1,
MICHIBA MARKETING-C,088-850-8337,,CAGAYAN DE ORO CITY,,1,
PLANTERS TRACTOR PARTS SUPPLY,033-508-6546/0917-3029576,,ILOILO CITY,,1,
PARTSMAN AUTO SUPPLY,4334449/4355597,EDWIN KHO,# 151 COR CUADRA LACSON ST. BACOLOD CITY,,1,
ACCESSSOFT,032-383-0764,HANSEL PERALES  /  HARVEY CHI,,,1,
HYREAL,,,,,1,
GOLDENMARK ILOILO PARTS CENTER,711-0144 / 252-2413  / 732-7808,,ILOILO CITY,,1,
KIMASIA MERCHANDISING,,,QUEZON CITY,,1,
1,,,,,1,
CRISOTO TAN C/O BUSSINESS INN,,,28 LACSON  ST. BACOLOD NEGROS OCCIDENTAL,,1,
N & J AUTO PARTS,6061832006,,WESTERN KOLAMBOG LAPASAN CAGAYAN DE ORO CITY,,1,
OLD-KIETH SURPLUS CENTER,,,,,1,
KJE AUTO PARTS - C,0922-661-1055,,"58 Delgado St, Iloilo City Proper, Iloilo City, Iloilo  DELGADO ST ILOILO CITY",,1,
JERRY SAGADSAD,9285009017,,7A MAYON ST. SINGSON VILLAGE CEBU CITY,,1,
MR. CHARLES ANTHONY JUAN ,0917-700-9990,,"LKC , TABUC -TUBIG CALINDAGAN DUMAGUETE CITY NEGROS ORIENTAL ",,1,
motor supremo HONDA ,,,,,1,
"C/O DOLORES B. GONZALES, DU1DLY",,,"Phil. Amatuer Radio Assoc.                                                  NATIONAL TELECOMMUNICATION ON COMMISSION BLDG, East Triangle Diliman Q.C.",,1,
MR. RONALD,,,,,1,
GEO GORDIEL,9173239605,,COUNTRY VILLAGE HOTEL  VILLARINE ST CARMEN CAGAYAN DE ORO CITY,,1,
CHRISMA GERALIN,9076432033,,"UNIT C (3) BLOCK 51 LOT 8 STA CATALINA STREET, PENAFRANCIA CUPANG ANTIPOLO CITY 1870",,1,
FRANCIS BARICANTE,9771912061,,PICK UP LALAMOVE,,1,
JOBU TRADING INC / AIDAN MARKETING,,,MANDAUE CEBU CITY,004-262-562,1,
SENTRO AUTO PARTS & SERVICES,9154867511,,STA ROSA ST DUMAGUETE CITY,,1,
ANGELIE GERALE,9096771514,JANE SAMSON / 09231990591,"PONTEVEDRA, BACOLOD CITY NEGROS OCCIDENTAL",,1,
Unknown,,,,,1,
LRD AUTO REPAIR SERVICES,028821-7269/ 8697-0194,,119 MULTINATIONAL AVE,,1,
